ztfname,ra_host,dec_host,mass_x,mass_err_x,restframe_gz_x,restframe_gz_err_x,d_dlr,mass_y,mass_err_y,restframe_gz_y,restframe_gz_err_y,redshift,redshift_err,source,t0,x0,x1,c,t0_err,x0_err,x1_err,c_err,cov_t0_x0,cov_t0_x1,cov_t0_c,cov_x0_x1,cov_x0_c,cov_x1_c,mwebv,mwr_v,mwebv_err,fitprob,ra,dec,sn_type,sub_type,lccoverage_flag,fitquality_flag,iau_name,frac_fitted
ZTF18aabstmw,153.4604892203726,38.76487052567895,11.058,0.1407160260951111,1.41969653,0.018439088915,1.745908580616927,8.802,0.088,1.36269653,0.02334523506,0.02308648,1.354e-05,z_gal,58190.750250680176,0.0012555938316736,-1.5276189123213608,0.3101535772163206,0.1031127189708058,6.827616505692812e-05,0.110239796293829,0.0445890654503932,-1.1621671880632076e-06,-0.0064454851450085,0.0015260919343751,-6.089846016316489e-07,-2.800297382681936e-06,-0.0006779381305738,0.0111965351174442,3.1,0.0,5.1108233978120045e-11,153.451129,38.763123,snia-pec,91bg,1.0,0.0,2018aaz,100.0
ZTF18aabsygo,139.0921515840713,10.231725905848537,10.45,0.1069766329625306,1.22269653,0.019849433241,0.0270239245604644,10.128,0.113,1.28469653,0.018439088915,0.0308917,1.174e-05,z_gal,58174.0480915235,0.0030386142469639,-1.4128229777619223,0.2081263339420561,1.1789257552518393,0.0024758322199755,2.259089940304038,0.4785452801864851,-0.001032201386139,0.9286812012426584,0.1494385091821629,-0.0056414024556342,-0.0012675983681112,1.1559362289904658,0.0339583151208676,3.1,0.0,0.8954795452544003,139.09223,10.231721,snia-cosmo,91t,0.0,0.0,2018xy,100.0
ZTF18aabsyqp,162.8194495024235,22.476883361153487,10.016,0.1017889974407843,0.75869653,0.021400934559,0.8120583355159555,8.602,0.03,0.76869653,0.044283179651,0.07667208,1.332e-05,z_gal,58183.60938210772,0.0011317079420514,-1.2311252197952758,-0.093517497802694,0.2829535675191437,7.795595778390535e-05,0.1155903015682342,0.0581247596061278,-1.2010472231106283e-05,-0.011949310911348,0.010194994176474,-9.590192408710431e-07,-4.382486398526659e-06,0.0001242880908187,0.0226163788364786,3.1,0.0,0.0213187564483661,162.818489,22.477574,snia-cosmo,norm,1.0,1.0,2018aey,100.0
ZTF18aabtaor,172.0979294249035,44.74915207545798,10.066,0.1026109155986827,0.71369653,0.023021728866,1.3575072486270807,7.308,0.235,0.35269653,0.438320658879,0.07968253,1.037e-05,z_gal,58188.99620672599,0.0009138813456819,0.2682808891737634,-0.1287991522167526,0.3063527892809361,4.446317537511234e-05,0.2262749855095245,0.0441971925982131,-1.0452314842546467e-06,-0.0534529833452756,0.0050682274294253,-2.006715162634685e-06,-1.7180951327896872e-06,-0.0014409908923342,0.0176566932287485,3.1,0.0,0.1465551936241862,172.095339,44.748985,snia-cosmo,norm,1.0,1.0,2018aic,100.0
ZTF18aabtiph,183.84639875911824,27.626209476536378,10.205,0.1268227108999015,1.26169653,0.018439088915,0.2076180526917295,10.123,0.036,1.27569653,0.018439088915,0.03597421,1.48e-05,z_gal,58178.67028134442,0.0035415485805784,-2.373978749814637,-0.2931111212952283,0.4026628470419382,0.0005070671937979,0.1783517996036394,0.0972647385504627,-0.0001057803323297,0.0252004745970699,0.0155374505972119,-5.5734132856938265e-05,-4.87620645347971e-05,0.0102276506464371,0.0188112775594092,3.1,0.0,0.1270714817704331,183.846314,27.626488,snia-cosmo,norm,1.0,0.0,2018yq,100.0
ZTF18aabtwqb,112.586691091436,18.190475949166377,9.756,0.1028396810574595,0.72069653,0.023021728866,0.7187076381221577,8.587,0.024,0.76069653,0.090956033335,0.06692991,0.00310846,z_snid,58189.84396430357,0.001408785042425,0.2653482393990167,-0.1187310530837909,0.394937814118748,8.371687366804986e-05,0.270372608704672,0.0484238632244573,-5.564549237243352e-06,-0.071230300005108,0.006591349495841,-5.993973634221038e-06,-3.519347036793449e-06,-0.0010933619932517,0.0470760060307874,3.1,0.0,0.0101240795378375,112.585958,18.190678,snia-cosmo,norm,1.0,1.0,2018abj,100.0
ZTF18aabukgo,154.926571686452,43.36630576952926,9.743,0.1244025723206719,1.13469653,0.019104973175,0.0310405587531949,9.479,0.02,1.11969653,0.018384776311,0.0261185,1.11e-05,z_gal,58785.858268315766,0.0017110942665721,-0.1371996859120187,0.5406329286493873,2.424966969745583,0.0010722220697724,2.244164415974585,0.3935284007630892,-0.0011376634400385,-0.1759542907082689,0.3837332491123062,-0.002203405400193,-0.0004398808697708,0.8643011902676877,0.0116396086296966,3.1,0.0,0.3482691459416701,154.926636,43.366308,snia-cosmo,norm,0.0,0.0,2019tjj,100.0
ZTF18aabvpeg,122.14992878858548,20.063088334369315,9.532,0.1038460398859773,0.80669653,0.019209372712,0.0783720305166173,9.173,0.033,0.95569653,0.02,0.03703043,1.036e-05,z_gal,58177.50829671015,0.0001682097844122,1.7287281832426629,1.0717112416537422,1.1109729012714524,4.915789517771816e-05,0.8300689964258818,0.1818575161029721,-1.2610159684817504e-05,-0.0347447952916978,0.0157372997289679,-2.0452465127337067e-05,-9.055167743569776e-06,0.0794062591672624,0.0271641942279605,3.1,0.0,0.9999999999987434,122.149918,20.063154,snia-cosmo,norm,1.0,0.0,,100.0
ZTF18aabxrjp,185.54347268767813,26.994529875343368,10.123,0.1214948558581802,1.27269653,0.021213203436,0.1868588660460488,10.067,0.019,1.25569653,0.019104973175,0.07917714,2.173e-05,z_gal,58191.3323400376,0.0006518702831401,-0.5093895264249683,0.0241368317137083,0.226172217491694,3.748608530283894e-05,0.2880605696771287,0.0499911787562488,7.79834326938471e-09,-0.0421909866973574,0.0043261872557306,-3.480687084620006e-06,-1.5730446182426663e-06,-0.0016878460581928,0.0206404724799755,3.1,0.0,5.431714010997162e-05,185.543276,26.994508,snia-pec,03fg,1.0,1.0,2018aii,98.52941176470588
ZTF18aabyhlc,226.846817768642,38.420393301027225,10.003,0.1209297316626478,1.16969653,0.019849433241,1.5322682348750876,7.405,0.263,0.73269653,0.375373147681,0.02905506,1.526e-05,z_gal,58180.62126192248,0.0012473594543176,-2.747574309858319,0.3330676960088438,0.5041427268151892,0.000122143567965,0.0914282518675535,0.0635295179335743,-4.247747052016121e-05,0.0092642983877494,0.0169049830109996,-6.146182732016878e-06,-7.3228224867177885e-06,0.0028465029680904,0.0115805248839851,3.1,0.0,0.9955929225303692,226.845147,38.416547,snia,,1.0,1.0,2018aab,100.0
ZTF18aadzfso,106.8237097976823,43.316374903753854,10.634,0.1421302219797042,1.20269653,0.017691806013,0.0556634330138617,10.272,0.018,1.34669653,0.017691806013,0.06213131,0.00332866,z_snid,58888.322552095786,0.0008028222772857,-0.1717775276544958,0.1255020765826863,0.0998890645932988,2.79916287742313e-05,0.1730866597751126,0.0315098486524779,-5.032063591400952e-07,0.0048328593819119,0.0003034074026068,-1.7476710979463714e-06,-7.573687898510409e-07,0.0010793145560781,0.087385626915088,3.1,0.0,0.2671759049336924,106.823644,43.316428,snia,,1.0,1.0,2020biz,100.0
ZTF18aaermez,153.17885793366855,39.3739445564769,10.193,0.1046947945219818,1.17569653,0.019849433241,0.1240467356800988,9.556,0.053,1.19069653,0.018384776311,0.02271192,1.002e-05,z_gal,58520.29978082739,0.0004256359124219,0.1557690044799293,1.1999999952530116,0.2134632754896301,1.125606358220996e-05,0.2592813416334733,0.1524290191433681,9.3115514709681e-08,0.030586602345203,2.767791371332213e-09,-1.1207726796155084e-06,-1.0864238469262566e-11,1.1615119809777358e-08,0.0122193652018318,3.1,0.0,0.0042112501468398,153.178502,39.373755,snia,,1.0,0.0,2019abh,100.0
ZTF18aagrcfl,236.09610232558995,39.55886423916196,10.23,0.1062826420446913,1.14869653,0.018439088915,0.3723120104185216,9.481,0.04,1.27369653,0.019104973175,0.04785957,1.653e-05,z_gal,58192.610793487125,0.0011629002740712,1.253838914310036,0.1511888185044167,0.4211899310757871,5.087570819933352e-05,0.14174170174899,0.0339730481230203,-1.3332219315851913e-05,-0.0368079632461879,0.007219403359746,1.4548039796847583e-06,-1.5160085888355963e-06,-0.0016061315893172,0.0142439394183741,3.1,0.0,0.9999579885929912,236.095888,39.558108,snia-cosmo,norm,0.0,1.0,2018aej,100.0
ZTF18aagrcir,215.69191216043453,49.3112193753917,8.586,0.1096585609973065,0.77869653,0.083186537372,3.1661605054023183,7.987,0.545,1.95669653,0.741351468603,0.07747969,0.0029904,z_snid,58204.63221817461,0.0009775847597497,-0.5708450330027487,-0.1260726830962275,0.1520391005506098,2.870261238037489e-05,0.0814145706735914,0.0283676807103388,-9.447732586203425e-08,-0.0002588515637137,-0.000598671329685,1.970126700412625e-07,-6.837622678528233e-07,-0.0005577322799892,0.0194256072187426,3.1,0.0,1.0673274201229455e-09,215.692206,49.312289,snia-cosmo,norm,1.0,0.0,,100.0
