ztfname,mass,mass_err,restframe_gz,restframe_gz_err
ZTF18abmxfrc,8.28,0.028,0.52969653,0.052201532545
ZTF18abmxmsv,7.508,0.454,0.17269653,1.089189147944
ZTF18abncdhd,9.998,0.14,1.32669653,0.027202941017
ZTF18abncimo,10.123,0.022,1.03569653,0.019209372712
ZTF18abncsdn,8.645,0.049,1.28769653,0.060811183182
ZTF18abnonwz,8.678,0.042,1.01969653,0.05185556865
ZTF18abntsgz,8.742,0.056,1.12469653,0.141693330824
ZTF18abnucig,7.395,0.61,-0.01030347,1.811196565809
ZTF18abnvnqb,8.46,0.114,0.40469653,0.100124921973
ZTF18abnvoel,8.608,0.067,0.60669653,0.089050547444
ZTF18abnxhmc,6.276,0.534,1.19769653,0.97026697357
ZTF18abnygkb,9.995,0.118,1.29069653,0.029732137495
ZTF18abnysyy,8.639,0.055,0.40069653,0.148222805263
ZTF18abnzlnk,9.001,0.069,1.14369653,0.055
ZTF18abnzocn,7.908,0.086,0.91169653,0.094260277954
ZTF18aboaeqy,8.768,0.076,0.61069653,0.161523992026
ZTF18abobkii,9.691,0.046,1.22469653,0.023430749028
ZTF18aboebsg,7.713,0.417,0.21369653,1.003723069377
ZTF18aboefvi,8.104,0.072,0.35569653,0.06293647591
ZTF18abokpvh,7.391,0.768,1.53569653,1.707566982581
ZTF18abolvoh,8.603,0.054,1.04969653,0.036235341864
ZTF18abolvsx,10.059,0.119,1.24269653,0.018439088915
ZTF18abomklq,10.044,0.1,1.27169653,0.018439088915
ZTF18abomwsv,8.855,0.032,0.98669653,0.040360872141
ZTF18aboqykf,8.871,0.218,1.66369653,0.498257965315
ZTF18abosdwf,6.066,0.685,0.77569653,1.971863331978
ZTF18abosrco,8.869,0.022,0.82969653,0.025495097568
ZTF18abotcjv,8.852,0.044,0.92469653,0.031622776602
ZTF18abotdef,7.828,0.162,0.62169653,0.208849227913
ZTF18aboztku,10.043,0.131,1.30669653,0.019209372712
ZTF18aboztta,8.167,0.167,0.69269653,0.193328735578
ZTF18abpamut,8.432,0.132,0.74369653,0.170425936993
ZTF18abpaywm,9.107,0.029,0.87269653,0.019849433241
ZTF18abpdcuf,8.157,0.023,0.37769653,0.050249378106
ZTF18abpmmpo,8.032,0.046,0.28569653,0.228554151133
ZTF18abpttky,9.038,0.028,0.92469653,0.03
ZTF18abqapch,7.595,0.257,0.70569653,0.484679275398
ZTF18abqbavl,8.153,0.167,0.79269653,1.054203490793
ZTF18abqdadp,8.876,0.046,1.08269653,0.113595774569
ZTF18abqjurg,9.048,0.086,1.24469653,0.032015621187
ZTF18abqjvyl,8.299,0.053,0.64669653,0.091760557976
ZTF18abqlpgq,8.302,0.16,1.20469653,0.246868385987
ZTF18abquyqj,9.645,0.114,1.37869653,0.020518284529
ZTF18abrfccm,10.321,0.013,1.39369653,0.021260291625
ZTF18abrlupd,8.905,0.036,0.76969653,0.031400636936
ZTF18abrqedj,8.962,0.017,0.64969653,0.0439089968
ZTF18abrwudp,8.739,0.115,0.81369653,0.320351369593
ZTF18abryewg,6.308,0.409,-0.59430347,1.679803857598
ZTF18abryqnn,9.207,0.025,1.11069653,0.020518284529
ZTF18abrytwr,10.616,0.04,1.49069653,0.017691806013
ZTF18abrzbyt,7.293,0.18,0.27169653,0.290877981291
ZTF18abrzcgl,8.263,0.036,0.84969653,0.059539902586
ZTF18abrzevz,7.647,0.318,0.52369653,1.263012272308
ZTF18abrzeym,9.241,0.035,0.92569653,0.019849433241
ZTF18abrzhsn,8.334,0.111,0.52269653,0.144277510375
ZTF18abrzrnb,7.506,0.422,0.23669653,1.489706346902
ZTF18absbsoz,9.083,0.156,1.26669653,0.221894118895
ZTF18absbspk,6.242,0.422,0.09169653,2.481822918743
ZTF18abscygs,9.647,0.062,1.38369653,0.031144823005
ZTF18absdbvf,6.022,0.324,-0.55030347,2.412186145388
ZTF18absdgon,9.088,0.06,1.17569653,0.024839484697
ZTF18absdjms,9.427,0.023,0.98569653,0.024413111231
ZTF18absdxpk,8.265,0.158,0.66869653,0.394939235833
ZTF18absgnio,9.871,0.072,1.26669653,0.018439088915
ZTF18abshmro,10.084,0.06,1.34369653,0.017691806013
ZTF18abshtdj,8.624,0.048,0.93769653,0.068014704293
ZTF18absiymj,8.03,0.108,0.50469653,0.138278704073
ZTF18abskove,8.182,0.066,0.53769653,0.108632407688
ZTF18abskzjm,7.052,0.805,0.33469653,2.183622907006
ZTF18abslxhz,8.521,0.076,0.44169653,0.259279771675
ZTF18absnqyo,10.196,0.064,1.40169653,0.018439088915
ZTF18absoomk,7.524,1.131,1.93869653,7.540264252664
ZTF18abspqsn,7.853,0.227,0.96869653,0.241350367723
ZTF18abspszv,7.93,0.14,0.86269653,0.146184814533
ZTF18absqhza,8.502,0.145,0.76769653,0.249419325635
ZTF18absqlcg,8.983,0.053,1.28569653,0.105990565618
ZTF18abssdpi,10.004,0.062,1.10769653,0.030413812651
ZTF18absspcp,9.746,0.026,1.21569653,0.019104973175
ZTF18absstyb,8.259,0.073,0.70869653,0.088090862182
ZTF18abssukb,9.744,0.068,1.31069653,0.032202484376
ZTF18abssuxz,9.561,0.108,1.21469653,0.032557641192
ZTF18absyyig,8.933,0.038,0.86869653,0.022022715546
ZTF18abtcdfv,8.021,0.42,-0.03130347,1.173632395599
ZTF18abtfrbf,8.662,0.125,0.91669653,0.313408678884
ZTF18abtftfn,8.502,0.079,0.98269653,0.164124952399
ZTF18abtfvsk,8.214,0.024,1.15569653,0.091394748208
ZTF18abtgkdo,9.563,0.055,1.13869653,0.02969848481
ZTF18abtgnky,7.435,0.186,0.70069653,0.144474911317
ZTF18abtgtpn,8.569,0.141,1.36369653,0.101316336294
ZTF18abtjpoy,9.569,0.076,1.32269653,0.021260291625
ZTF18abtkqkb,9.383,0.053,1.35269653,0.030413812651
ZTF18abtlrqh,9.964,0.022,1.21169653,0.017691806013
ZTF18abtmbaz,9.198,0.029,1.07569653,0.028600699292
ZTF18abtmtfy,8.934,0.035,0.96769653,0.056080299571
ZTF18abtmxnw,9.514,0.117,1.25769653,0.019798989873
ZTF18abtnbys,9.29,0.13,1.39469653,0.021260291625
ZTF18abtnlik,8.107,0.358,1.52469653,0.290800618981
ZTF18abtogdl,8.601,0.019,0.48469653,0.080056230239
ZTF18abtqevs,9.538,0.116,1.21969653,0.02404163056
ZTF18abtqrwa,6.872,0.645,1.02969653,2.273192688709
ZTF18abtrvkm,9.421,0.045,1.32569653,0.021633307653
ZTF18abtsuqv,8.787,0.025,0.65469653,0.032649655435
ZTF18abtvgxv,9.877,0.108,1.63269653,0.022671568098
ZTF18abtvhef,7.666,0.095,0.36169653,0.156540729524
ZTF18abtxvhy,8.515,0.055,0.75469653,0.057201398584
ZTF18abtyrqh,7.209,0.295,-0.24030347,1.690238444717
ZTF18abtywim,8.465,0.042,0.83269653,0.051613951602
ZTF18abtzzka,8.503,0.023,0.76169653,0.027018512172
ZTF18abuatfp,8.69,0.073,0.52369653,0.257623756669
ZTF18abucvbf,9.007,0.073,1.05069653,0.029068883707
ZTF18abufwxs,8.379,0.051,0.85269653,0.102883429181
ZTF18abugthp,10.068,0.088,1.40669653,0.018439088915
ZTF18abuhyjv,8.742,0.028,0.84769653,0.028301943396
ZTF18abuhzfc,10.251,0.121,1.37769653,0.017691806013
ZTF18abuiknd,8.487,0.46,0.99969653,1.448399116266
ZTF18abujbio,8.904,0.035,0.99869653,0.032756678708
ZTF18abujnlz,8.726,0.037,1.06569653,0.025806975801
ZTF18abukmty,9.066,0.025,0.54869653,0.052497618994
ZTF18abulemm,7.933,0.132,0.07969653,0.754444166258
ZTF18abulkrl,8.533,0.037,0.65169653,0.064637450445
ZTF18abuncpe,8.645,0.055,0.72569653,0.082861329943
ZTF18abupgps,9.764,0.097,1.27369653,0.04
ZTF18abupgql,8.704,0.043,1.10169653,0.085726308681
ZTF18abupiap,6.873,0.132,0.85069653,0.91351737805
ZTF18abuqugw,8.744,0.03,0.91469653,0.032526911935
ZTF18abuuimf,10.374,0.045,1.55569653,0.018439088915
ZTF18abuuqgn,7.183,0.612,0.98169653,0.494726186895
ZTF18abuxjrd,10.252,0.045,1.34869653,0.019104973175
ZTF18abuykiu,9.386,0.014,1.15469653,0.019798989873
ZTF18abuykiz,7.259,0.254,0.81269653,0.283647668772
ZTF18abvbayb,7.925,0.238,1.70869653,0.357896633122
ZTF18abvejbm,9.331,0.027,1.32569653,0.021260291625
ZTF18abvglon,6.569,0.274,-0.23430347,2.387735328716
ZTF18abvkhul,8.134,0.42,0.52969653,1.357713150853
ZTF18abvkswd,8.168,0.013,0.50069653,0.050249378106
ZTF18abvkszn,,-9.0,,
ZTF18abvlchy,8.425,0.066,0.74969653,0.056859475903
ZTF18abvnqkx,8.534,0.099,0.86769653,0.160031246949
ZTF18abvrzqj,7.84,0.172,0.92869653,0.426919196102
ZTF18abvsvjs,8.564,0.09,0.59869653,0.331965359639
ZTF18abvtcoe,9.01,0.034,0.98169653,0.024083189158
ZTF18abvtcts,9.597,0.047,1.02969653,0.019104973175
ZTF18abvtcyi,8.525,0.032,0.84569653,0.047507894081
ZTF18abvtiko,8.085,0.073,0.59869653,0.045617978912
ZTF18abvtltw,8.151,0.081,0.74569653,0.198645412733
ZTF18abvtrnc,8.64,0.034,0.79069653,0.056824290581
ZTF18abvuceu,8.163,0.127,0.20769653,0.578121959451
ZTF18abvwstm,9.373,0.027,1.03869653,0.02983286778
ZTF18abvxqtp,8.429,0.513,1.50069653,1.069892050629
ZTF18abwbaim,9.192,0.031,1.19769653,0.046647615159
ZTF18abwbtco,9.157,0.047,1.17869653,0.032015621187
ZTF18abwckzf,8.86,0.044,0.80569653,0.065192024052
ZTF18abwclem,9.191,0.082,1.15269653,0.022671568098
ZTF18abwdcdv,8.755,0.016,0.91969653,0.031144823005
ZTF18abwerpm,8.971,0.035,0.41669653,0.036796738986
ZTF18abwkczr,8.235,0.034,0.75569653,0.03905124838
ZTF18abwkgvf,8.336,0.21,0.21469653,0.298115749332
ZTF18abwktmm,10.31,0.088,1.31469653,0.017691806013
ZTF18abwkzuc,9.396,0.091,1.24669653,0.058008620049
ZTF18abwlonm,8.787,0.037,0.68969653,0.036619666847
ZTF18abwlopg,9.441,0.051,0.96069653,0.025
ZTF18abwmuua,10.108,0.021,0.90069653,0.017691806013
ZTF18abwnsoc,6.002,0.342,-0.44130347,2.684125928491
ZTF18abwohjb,8.448,0.139,0.48569653,0.990248958596
ZTF18abwsmed,8.837,0.152,1.23969653,0.078771822373
ZTF18abwtops,6.445,0.448,0.71969653,2.649101923294
ZTF18abwuqcw,7.963,0.08,0.32869653,0.107517440446
ZTF18abwwfyo,8.127,0.127,0.28869653,0.251431899329
ZTF18abwwuug,6.369,0.652,1.04769653,1.201107821971
ZTF18abwxhjo,8.725,0.043,0.84169653,0.068242215673
ZTF18abxbugc,8.998,0.076,1.13469653,0.020518284529
ZTF18abxbwwf,9.394,0.032,0.94569653,0.019849433241
ZTF18abxdkni,,-9.0,,
ZTF18abxfiec,8.187,0.302,1.02869653,0.527773625715
ZTF18abxhsyn,10.551,0.092,1.46969653,0.017691806013
ZTF18abxroxl,9.373,0.099,1.28469653,0.121264174429
ZTF18abxxssh,5.631,0.197,-2.70630347,4.270103628719
ZTF18abxygvv,8.912,0.102,1.02769653,0.076941536247
ZTF18abxyudf,8.413,0.185,1.19769653,0.267934693536
ZTF18abxzitr,9.611,0.02,0.87769653,0.020518284529
ZTF18abykswp,9.389,0.026,1.31669653,0.024083189158
ZTF18abywcnl,,-9.0,,
ZTF18abyxwrf,8.794,0.037,0.75669653,0.026172504657
ZTF18abyzksx,8.282,0.14,0.53869653,0.262733705489
ZTF18abyzlhn,8.417,0.046,0.81969653,0.07200694411
ZTF18abzpbpi,8.888,0.033,0.93769653,0.041593268686
ZTF18abzsflf,9.205,0.041,0.93669653,0.042449970554
ZTF18abzwdsj,9.178,0.029,0.75569653,0.030886890423
ZTF18acacnmr,9.445,0.033,1.07269653,0.022803508502
ZTF18acaeous,7.494,0.61,1.15769653,0.847047814471
ZTF18acaexmi,10.381,0.038,1.08669653,0.017691806013
ZTF18acafztq,9.529,0.033,0.84969653,0.021931712199
ZTF18acahuph,6.985,0.695,0.70569653,1.340755384103
ZTF18acaipdc,9.133,0.031,0.75869653,0.020615528128
ZTF18acajkff,7.714,0.539,0.48269653,0.594094268614
ZTF18acakjaf,8.216,0.064,0.56669653,0.224450439964
ZTF18acaqbvs,7.864,0.086,0.79469653,0.161987653851
ZTF18acaqcdg,8.18,0.051,0.63169653,0.082365041128
ZTF18acarupz,7.995,0.042,0.70469653,0.065
ZTF18acaszeh,9.328,0.044,1.23469653,0.026172504657
ZTF18acatfls,8.072,0.406,0.32869653,1.272946974544
ZTF18acatuts,8.9,0.063,1.15969653,0.030479501308
ZTF18acavnyd,9.412,0.046,0.99469653,0.021400934559
ZTF18acayrru,9.756,0.07,1.13469653,0.02969848481
ZTF18acbblui,8.869,0.122,1.25069653,0.022627416998
ZTF18acbudzh,8.861,0.032,1.07669653,0.024207436874
ZTF18acbudzo,8.114,0.188,1.57769653,0.260837113924
ZTF18acbufud,9.444,0.036,1.61869653,0.054561891463
ZTF18acbuibx,9.919,0.021,1.39969653,0.021931712199
ZTF18acbujhw,9.06,0.018,0.72069653,0.021213203436
ZTF18acbvbox,9.77,0.053,1.51969653,0.019104973175
ZTF18acbvcmw,8.415,0.05,0.88169653,0.09674709298
ZTF18acbvgqw,10.414,0.082,1.40469653,0.020518284529
ZTF18acbvgry,8.569,0.039,0.81869653,0.108208132781
ZTF18acbvgtu,10.399,0.114,1.48569653,0.017691806013
ZTF18acbvnen,9.172,0.105,1.32669653,0.019849433241
ZTF18acbwaax,7.716,0.141,0.68969653,0.132608446187
ZTF18acbwarv,8.763,0.025,1.02669653,0.043600458713
ZTF18acbwasl,9.247,0.073,1.12269653,0.059816385715
ZTF18acbwavp,8.755,0.027,0.76669653,0.033105890714
ZTF18acbwawc,8.959,0.075,1.09069653,0.025495097568
ZTF18acbwchi,,-9.0,,
ZTF18acbwghc,8.116,0.06,0.65069653,0.329984848137
ZTF18acbwglw,8.5,0.153,1.00569653,0.346184921682
ZTF18acbwiic,9.067,0.027,0.65069653,0.02469817807
ZTF18acbwlpj,7.959,0.077,0.81469653,0.100702532242
ZTF18acbwnsh,5.98,0.384,-0.03930347,3.918217196634
ZTF18acbwppb,8.278,0.029,0.60969653,0.041340053217
ZTF18acbwtmf,8.582,0.034,0.60469653,0.067941151006
ZTF18acbwtnh,8.122,0.14,0.38869653,0.495698497073
ZTF18acbwxgn,8.565,0.098,0.52769653,0.150632001912
ZTF18acbwxou,9.533,0.074,1.21869653,0.021931712199
ZTF18acbwymh,9.313,0.025,1.22769653,0.021260291625
ZTF18acbxhua,8.822,0.032,0.66169653,0.025495097568
ZTF18acbxhui,9.388,0.034,1.07969653,0.022671568098
ZTF18acbxjaa,9.031,0.034,0.96169653,0.031240998704
ZTF18acbxkpa,6.771,0.506,1.25969653,0.931278690833
ZTF18acbxmvy,7.669,0.263,0.73669653,0.271621059566
ZTF18acbxrdw,7.016,0.638,0.90069653,1.774894363054
ZTF18acbxrrx,7.387,0.076,0.03769653,0.219492596686
ZTF18acbxsap,8.802,0.023,0.89269653,0.036796738986
ZTF18acbxsge,8.819,0.021,0.67569653,0.027586228448
ZTF18acbxsgy,8.016,0.295,0.86869653,0.68295973527
ZTF18acbyyff,10.317,0.056,1.49669653,0.018439088915
ZTF18acbznkf,9.347,0.019,0.86369653,0.034885527085
ZTF18acbznvp,8.537,0.048,1.12269653,0.080622577483
ZTF18acbzojv,8.522,0.056,0.97169653,0.024758836806
ZTF18acbzpag,7.486,0.275,0.90569653,0.585324696216
ZTF18acbzpxx,8.412,0.067,0.33369653,0.104560986988
ZTF18acbzvqj,9.195,0.033,1.03269653,0.019849433241
ZTF18accbppp,8.664,0.099,1.34669653,0.081467785044
ZTF18accdvny,9.473,0.073,1.35269653,0.019104973175
ZTF18accdvrb,9.701,0.057,1.04069653,0.019849433241
ZTF18accdxpa,9.59,0.046,0.88869653,0.019209372712
ZTF18accdzeo,8.418,0.266,0.47269653,0.160181147455
ZTF18acchvwh,9.088,0.027,0.86769653,0.027459060435
ZTF18acchzkf,9.551,0.023,1.35669653,0.022803508502
ZTF18accjdgs,9.952,0.031,0.97169653,0.025495097568
ZTF18accjecm,9.494,0.12,1.24469653,0.041012193309
ZTF18accjqzu,8.564,0.051,0.71769653,0.059941638283
ZTF18acckipm,6.655,0.292,0.88069653,0.36144847489
ZTF18acckoil,9.622,0.044,1.40969653,0.019209372712
ZTF18acckwox,8.542,0.076,0.60769653,0.16825278601
ZTF18acclexy,10.12,0.091,1.37669653,0.019798989873
ZTF18acclmqm,8.522,0.139,1.31769653,0.081565924258
ZTF18accnbgw,8.353,0.05,0.67169653,0.085796270315
ZTF18accndxn,9.035,0.118,1.15369653,0.022671568098
ZTF18accngee,8.895,0.031,1.03269653,0.040311288741
ZTF18accngfb,,-9.0,,
ZTF18accnlji,8.955,0.032,0.60069653,0.025238858928
ZTF18accnnyu,8.959,0.023,0.63069653,0.020615528128
ZTF18accpjrx,9.522,0.135,1.25569653,0.037536648758
ZTF18accpubd,7.947,0.194,0.48469653,0.463906240527
ZTF18accqcab,9.158,0.127,1.23469653,0.033421549934
ZTF18accrorf,9.27,0.037,0.88869653,0.021213203436
ZTF18accsawg,8.622,0.04,1.04469653,0.102883429181
ZTF18acctdhp,8.684,0.048,0.85569653,0.058008620049
ZTF18accuvrq,6.464,0.79,1.57369653,2.379680860956
ZTF18accvyao,8.691,0.147,0.58169653,0.584364612207
ZTF18accwjiu,8.409,0.027,0.75369653,0.031906112267
ZTF18acdfpne,9.502,0.142,1.23869653,0.019104973175
ZTF18acdnjqh,8.159,0.05,0.88669653,0.084403791384
ZTF18acdqmxr,,-9.0,,
ZTF18acdvvej,7.437,0.098,0.57969653,0.07306161783
ZTF18acdwazf,8.186,0.034,0.72169653,0.070837842994
ZTF18acdwohd,8.393,0.027,0.72669653,0.027018512172
ZTF18acdxhus,8.435,0.065,0.62769653,0.114481439544
ZTF18acdyypo,10.317,0.025,1.18869653,0.017691806013
ZTF18acdzpgs,10.06,0.072,1.49869653,0.016970562748
ZTF18acdzzyf,9.104,0.027,0.87169653,0.019849433241
ZTF18aceathd,8.688,0.042,0.77369653,0.196865436276
ZTF18acebefc,8.066,0.074,0.36569653,0.036715119501
ZTF18aceexmi,8.406,0.04,0.78869653,0.08590692638
ZTF18acefgoc,8.58,0.045,1.31969653,0.034713109915
ZTF18acefhxx,8.992,0.128,1.06869653,0.115676272416
ZTF18acefxko,6.97,0.157,0.42469653,0.273941599616
ZTF18acehilk,10.043,0.121,1.46569653,0.017691806013
ZTF18aceimgo,9.203,0.052,0.84269653,0.037589892258
ZTF18aceisbk,7.882,0.207,0.78469653,0.250203916836
ZTF18acejefd,7.806,0.777,0.91769653,2.118688273437
ZTF18acejgrz,9.393,0.033,0.91269653,0.026076809621
ZTF18acemhyb,9.744,0.13,1.26169653,0.018439088915
ZTF18acepcws,6.718,0.396,1.50669653,1.633774158199
ZTF18acepwhb,6.565,0.455,0.71769653,0.864001157407
ZTF18acerdie,10.016,0.11,1.48769653,0.021260291625
ZTF18acetunp,8.276,0.038,0.73969653,0.036400549446
ZTF18acetygb,9.005,0.041,0.75469653,0.051039200621
ZTF18aceyjco,8.697,0.055,0.81769653,0.070837842994
ZTF18aceynvm,7.874,0.113,0.39969653,0.068709533545
ZTF18aceyobz,9.535,0.07,1.11869653,0.018439088915
ZTF18acezsyi,8.629,0.058,0.60469653,0.100239712689
ZTF18acfwmqj,10.071,0.018,1.37269653,0.018384776311
ZTF18achaqmd,7.357,0.046,0.58669653,0.121794909582
ZTF18achbllm,7.849,0.684,1.32569653,1.489306214316
ZTF18achbymb,9.132,0.029,1.15369653,0.059506302187
ZTF18achjcwv,8.656,0.137,1.38169653,0.822418992971
ZTF18achjnlr,6.643,0.229,0.75069653,2.504329850479
ZTF18achmxsx,8.59,0.074,1.28569653,0.091678787077
ZTF18achohst,9.059,0.02,0.93069653,0.027202941017
ZTF18achxcsh,10.51,0.014,1.30269653,0.019798989873
ZTF18achyqcq,8.785,0.054,1.06269653,0.061611687203
ZTF18acmvcme,10.396,0.101,1.29169653,0.017691806013
ZTF18acmwptq,8.844,0.049,0.94769653,0.069354163538
ZTF18acmxkzj,7.153,1.081,3.38169653,13.480736626757
ZTF18acmxmlq,9.798,0.057,1.73569653,0.056400354609
ZTF18acmycnd,8.586,0.048,0.72369653,0.262786985979
ZTF18acmyihj,8.82,0.051,1.22569653,0.04669047012
ZTF18acmyxfx,9.069,0.052,1.13069653,0.042449970554
ZTF18acmzpbf,8.42,0.005,0.54469653,0.043863424399
ZTF18acnbenl,7.445,0.205,0.82569653,0.266270539114
ZTF18acnbeuu,8.141,0.11,0.75969653,0.216060176803
ZTF18acnbgpw,8.617,0.038,0.70869653,0.041400483089
ZTF18acnbgrb,9.764,0.057,1.25069653,0.018384776311
ZTF18acnbpkq,7.716,0.043,0.15269653,0.076216796049
ZTF18acnnkyl,9.139,0.139,1.30569653,0.114825955254
ZTF18acnnxor,8.872,0.044,1.05569653,0.099809819156
ZTF18acnnxzz,8.982,0.029,0.82369653,0.029732137495
ZTF18acpdxbt,8.092,0.111,1.14969653,0.068818602136
ZTF18acpeemg,9.661,0.016,1.33169653,0.019104973175
ZTF18acpeesd,8.898,0.02,0.56469653,0.032756678708
ZTF18acpefgk,8.497,0.103,0.85769653,0.10640018797
ZTF18acpfwmm,10.153,0.029,1.30569653,0.018439088915
ZTF18acppxgo,9.051,0.049,0.94569653,0.039698866483
ZTF18acpscso,8.293,0.066,0.67669653,0.080056230239
ZTF18acptgzz,8.812,0.1,1.01369653,0.208585713797
ZTF18acpuxuh,10.26,0.045,1.45869653,0.022022715546
ZTF18acqpobb,7.427,0.161,0.16769653,0.194180328561
ZTF18acqpqph,8.904,0.008,0.47469653,0.026172504657
ZTF18acqqyah,8.645,0.018,0.51769653,0.021633307653
ZTF18acqsfxh,9.29,0.053,0.96869653,0.019104973175
ZTF18acqsqry,9.353,0.018,1.09369653,0.021213203436
ZTF18acqsztr,9.904,0.072,1.13369653,0.019849433241
ZTF18acquwxi,8.145,0.073,0.55469653,0.174289988238
ZTF18acqxcga,6.148,0.104,-0.01730347,0.474203542796
ZTF18acqxsyi,9.503,0.112,1.26769653,0.020518284529
ZTF18acqxwgl,8.185,0.075,0.46169653,0.16100310556
ZTF18acrcetn,7.116,0.175,0.13169653,0.673810804306
ZTF18acrcgyb,8.215,0.131,0.77469653,0.21645553816
ZTF18acrcizr,9.623,0.065,1.14869653,0.027586228448
ZTF18acrdciw,9.19,0.03,1.30969653,0.032015621187
ZTF18acrdlrp,8.013,0.01,0.41369653,0.066483080554
ZTF18acrdmmw,7.665,0.085,0.17069653,0.17104970038
ZTF18acrdwag,8.345,0.023,0.63069653,0.036796738986
ZTF18acrdwcf,7.826,0.139,0.52569653,0.161074516917
ZTF18acrewzd,8.997,0.221,1.28969653,0.702207946409
ZTF18acrfklz,8.086,0.062,-0.63830347,0.882193856247
ZTF18acrfond,9.265,0.049,0.74369653,0.056080299571
ZTF18acrgunw,9.171,0.029,0.72769653,0.02
ZTF18acrgydk,9.155,0.044,0.99369653,0.025
ZTF18acrhbuk,8.89,0.025,0.70669653,0.029206163733
ZTF18acrknyn,6.838,0.559,0.17769653,1.359854771658
ZTF18acrlmvt,9.639,0.082,1.20569653,0.02404163056
ZTF18acrncou,6.763,0.786,1.75069653,1.530400274438
ZTF18acrnfww,9.056,0.04,1.27669653,0.025455844123
ZTF18acrtykk,10.037,0.118,1.36769653,0.019798989873
ZTF18acrukkl,8.816,0.025,0.70069653,0.022203603311
ZTF18acrvakb,10.193,0.026,1.10269653,0.018439088915
ZTF18acrxppd,9.02,0.015,0.50469653,0.020518284529
ZTF18acrxpxd,8.472,0.063,0.96869653,0.120432553739
ZTF18acryfsy,8.778,0.019,0.54069653,0.026076809621
ZTF18acsblap,10.036,0.124,1.23869653,0.018439088915
ZTF18acslbve,8.52,0.041,0.88269653,0.046043457733
ZTF18acslhcq,9.097,0.069,1.29969653,0.097616596949
ZTF18acslknd,10.278,0.06,1.34969653,0.019104973175
ZTF18acslpba,10.042,0.134,1.46869653,0.018439088915
ZTF18acsofdh,9.338,0.051,1.23869653,0.033301651611
ZTF18acsohut,10.125,0.018,1.23069653,0.023021728866
ZTF18acsolgq,9.216,0.062,1.40669653,0.029068883707
ZTF18acsouxk,5.682,0.958,2.50369653,1.90185935337
ZTF18acsovsw,7.594,0.123,0.77869653,0.582472316939
ZTF18acsoyiu,8.689,0.158,1.35569653,0.240950202324
ZTF18acspjqd,9.533,0.127,1.30569653,0.033970575503
ZTF18acswrpr,8.734,0.121,1.11169653,0.353118960125
ZTF18acswtoq,7.118,0.139,0.69369653,0.285043856275
ZTF18acsxpmp,8.612,0.04,0.92869653,0.062169124169
ZTF18acsxusq,8.428,0.065,0.69869653,0.045650848842
ZTF18acsxvrp,8.523,0.175,1.68269653,0.265663320765
ZTF18acsyanq,9.006,0.09,1.14769653,0.050289163843
ZTF18acsycdi,7.432,0.529,0.88269653,1.669649064924
ZTF18acsycnc,8.264,0.082,1.14369653,0.193992267887
ZTF18acsynfy,8.923,0.042,1.01269653,0.022671568098
ZTF18acsyzca,,-9.0,,
ZTF18acszgnm,6.748,0.703,1.45869653,1.561817530956
ZTF18actacux,7.765,0.131,0.54369653,0.215520300668
ZTF18actasgb,10.036,0.062,1.49369653,0.019104973175
ZTF18actuhrs,8.788,0.046,0.88769653,0.021931712199
ZTF18actxcuh,9.982,0.094,1.33569653,0.019849433241
ZTF18actxxcx,8.594,0.025,0.53069653,0.052810983706
ZTF18acuefvt,8.892,0.041,1.03869653,0.035468295702
ZTF18acuimze,10.1,0.126,1.37169653,0.019104973175
ZTF18acuixmb,8.688,0.033,0.83169653,0.122
ZTF18acurfxn,8.125,0.217,1.36469653,0.8197719195
ZTF18acurlbj,7.758,0.133,0.36469653,0.080603970126
ZTF18acurlbt,8.203,0.075,0.26569653,0.097616596949
ZTF18acurmpd,9.375,0.062,1.00369653,0.025
ZTF18acusbdy,8.928,0.024,0.70169653,0.070936591404
ZTF18acusbyf,8.373,0.035,3.06769653,0.850779054749
ZTF18acuscrr,8.495,0.162,1.58569653,0.253663162481
ZTF18acusegd,8.055,0.035,0.59669653,0.038078865529
ZTF18acusmzo,8.843,0.142,1.31969653,0.357414325398
ZTF18acusnoa,8.286,0.086,0.97269653,0.117613774703
ZTF18acusrws,7.129,0.186,0.42269653,0.150545674132
ZTF18acusueb,9.445,0.028,1.19969653,0.024083189158
ZTF18acusyqo,8.782,0.114,1.31769653,0.04669047012
ZTF18acutfne,9.251,0.023,1.13269653,0.019104973175
ZTF18acuyoyf,8.776,0.032,1.04969653,0.024839484697
ZTF18acvbiff,9.552,0.046,1.41769653,0.019798989873
ZTF18acvcxnc,8.419,0.238,1.80569653,0.585427194449
ZTF18acvguyi,8.709,0.018,0.51069653,0.023600847442
ZTF18acvgyzr,5.685,0.745,0.64169653,2.246647502391
ZTF18acvjnst,7.806,0.472,1.46969653,0.628485481137
ZTF18acvrfvv,9.736,0.068,1.35269653,0.020518284529
ZTF18acvvtis,9.086,0.031,0.73069653,0.019849433241
ZTF18acvwbos,7.838,0.105,0.48769653,0.063694583757
ZTF18acvwchp,8.364,0.055,0.61769653,0.050774009099
ZTF18acvweal,7.693,0.141,0.59269653,0.111973211082
ZTF18acvwhaz,9.253,0.03,0.85769653,0.034481879299
ZTF18acvwmpw,8.25,0.119,0.72769653,0.223785611691
ZTF18acwutbr,7.226,0.12,0.55669653,1.12389501289
