ztfname,ra_host,dec_host,mass,mass_err,restframe_gz,restframe_gz_err,d_dlr
ZTF18aaroihe,173.26155147064188,62.74652303510749,10.723,0.1616446720433432,1.32169653,0.018439088915,0.93332317220068
ZTF18aarqnje,251.3518750485971,35.95577100301611,9.313,0.1059481005020854,0.56469653,0.092357999112,2.1245867309816884
ZTF18aartjmf,231.7448560070433,8.262001575125256,11.075,0.107335921293852,1.20669653,0.02,0.3926560575615314
ZTF18aarunub,234.55353048224487,39.7334206356142,9.623,0.1019803902718557,0.62369653,0.026925824036,0.253877804890228
ZTF18aarwxum,267.37145864003804,58.56941658958751,9.37,0.1035808862676893,0.52869653,0.044011362169,0.0172603221288135
ZTF18aarxzmv,190.399708295708,35.57708862877717,8.248,0.1109233969908963,1.21869653,0.076419892698,0.8433735760285743
ZTF18aarymnz,109.48788981032708,40.98307370611754,9.828,0.1332066064427737,1.00369653,0.019849433241,1.878000387588329
ZTF18aasdted,261.4095682227662,59.44672901744719,9.012,0.1023914058893616,0.53169653,0.020615528128,0.4396379361271916
ZTF18aasesgl,208.6126811986421,39.72257426107595,10.346,0.122065556157337,1.15469653,0.022203603311,0.2164050997866348
ZTF18aashtth,266.6727394593853,27.58955721270909,9.707,0.1062826420446913,0.71469653,0.038910152917,0.2387136735403806
ZTF18aaslhxt,276.10567740087424,44.1305374934252,9.726,0.1017889974407843,0.56169653,0.019104973175,1.908433045459726
ZTF18aasprui,243.6402208515554,36.943774054776654,10.128,0.1062826420446913,1.00069653,0.019104973175,0.2742796625396517
ZTF18aasrssa,163.16939388518762,19.944830975799803,9.245,0.1035808862676893,0.74369653,0.023021728866,1.4494181233466874
ZTF18aasrsst,163.15911415481847,22.23054329076024,10.807,0.1181905241548577,1.30669653,0.019209372712,1.2457141078998426
ZTF18aataafd,214.8366715815594,36.17226131109343,9.64,0.1026109155986827,0.68669653,0.023021728866,0.5725710943584652
ZTF18aatrkga,273.00600143329007,51.724793730169225,9.759,0.1062826420446913,0.73369653,0.019104973175,0.3671697553372958
ZTF18aatzygk,251.3842431192249,59.91858126425873,10.111,0.125,1.13569653,0.019849433241,0.0874144443120527
ZTF18aauhxce,177.56779281639652,51.45027059729134,10.513,0.1021812115802117,0.93669653,0.021633307653,1.9656444342603827
